Date;Borough;Total Shootings
03 Dec 06;QUEENS;1
04 Dec 06;BRONX;1
04 Dec 06;BROOKLYN;2
04 Dec 06;MANHATTAN;4
05 Dec 06;BRONX;10
05 Dec 06;BROOKLYN;3
05 Dec 06;QUEENS;1
06 Dec 06;BRONX;2
06 Dec 06;BROOKLYN;1
07 Dec 06;BRONX;2
07 Dec 06;BROOKLYN;1
07 Dec 06;MANHATTAN;2
08 Dec 06;BRONX;1
09 Dec 06;BRONX;1
09 Dec 06;MANHATTAN;1
10 Dec 06;BRONX;2
10 Dec 06;BROOKLYN;7
10 Dec 06;QUEENS;1
11 Dec 06;BROOKLYN;4
12 Dec 06;BRONX;1
12 Dec 06;BROOKLYN;2
13 Dec 06;BROOKLYN;3
14 Dec 06;BROOKLYN;1
15 Dec 06;BRONX;3
15 Dec 06;BROOKLYN;2
15 Dec 06;QUEENS;1
16 Dec 06;BROOKLYN;3
16 Dec 06;MANHATTAN;1
16 Dec 06;QUEENS;1
17 Dec 06;BROOKLYN;4
17 Dec 06;MANHATTAN;1
18 Dec 06;BROOKLYN;1
18 Dec 06;MANHATTAN;1
18 Dec 06;QUEENS;1
19 Dec 06;QUEENS;5
20 Dec 06;BROOKLYN;3
21 Dec 06;BRONX;3
21 Dec 06;BROOKLYN;3
21 Dec 06;QUEENS;1
22 Dec 06;BRONX;1
22 Dec 06;BROOKLYN;9
23 Dec 06;BRONX;2
23 Dec 06;BROOKLYN;2
23 Dec 06;QUEENS;6
24 Dec 06;BRONX;2
24 Dec 06;BROOKLYN;4
24 Dec 06;QUEENS;1
25 Dec 06;BRONX;2
25 Dec 06;BROOKLYN;3
25 Dec 06;MANHATTAN;1
26 Dec 06;BRONX;9
26 Dec 06;BROOKLYN;1
26 Dec 06;MANHATTAN;1
27 Dec 06;BRONX;1
27 Dec 06;BROOKLYN;3
28 Dec 06;BRONX;2
28 Dec 06;BROOKLYN;3
29 Dec 06;MANHATTAN;2
29 Dec 06;QUEENS;2
30 Dec 06;BRONX;2
30 Dec 06;BROOKLYN;1
30 Dec 06;MANHATTAN;2
30 Dec 06;QUEENS;2
31 Dec 06;BRONX;2
31 Dec 06;BROOKLYN;5
31 Dec 06;MANHATTAN;1
31 Dec 06;QUEENS;1
31 Dec 06;STATEN ISLAND;1
01 Jan 07;BRONX;9
01 Jan 07;BROOKLYN;5
01 Jan 07;MANHATTAN;4
02 Jan 07;BRONX;2
02 Jan 07;BROOKLYN;2
03 Jan 07;BROOKLYN;4
03 Jan 07;MANHATTAN;2
03 Jan 07;QUEENS;1
04 Jan 07;BRONX;3
05 Jan 07;BRONX;2
05 Jan 07;BROOKLYN;2
05 Jan 07;QUEENS;1
06 Jan 07;BRONX;1
07 Jan 07;BRONX;2
07 Jan 07;BROOKLYN;3
08 Jan 07;BROOKLYN;2
09 Jan 07;BRONX;1
09 Jan 07;QUEENS;2
10 Jan 07;BROOKLYN;1
10 Jan 07;QUEENS;1
11 Jan 07;BROOKLYN;3
12 Jan 07;BRONX;1
12 Jan 07;BROOKLYN;3
13 Jan 07;BROOKLYN;4
13 Jan 07;QUEENS;2
14 Jan 07;BROOKLYN;1
14 Jan 07;STATEN ISLAND;1
15 Jan 07;BROOKLYN;2
15 Jan 07;MANHATTAN;1
16 Jan 07;BROOKLYN;2
17 Jan 07;BRONX;1
19 Jan 07;BRONX;2
19 Jan 07;BROOKLYN;1
20 Jan 07;BRONX;1
20 Jan 07;BROOKLYN;3
20 Jan 07;QUEENS;2
21 Jan 07;BRONX;1
21 Jan 07;BROOKLYN;1
22 Jan 07;BROOKLYN;1
23 Jan 07;QUEENS;1
24 Jan 07;BROOKLYN;1
24 Jan 07;MANHATTAN;1
24 Jan 07;QUEENS;1
25 Jan 07;QUEENS;1
26 Jan 07;BROOKLYN;1
26 Jan 07;MANHATTAN;1
27 Jan 07;BROOKLYN;3
27 Jan 07;MANHATTAN;2
28 Jan 07;BRONX;2
28 Jan 07;BROOKLYN;3
29 Jan 07;BRONX;1
29 Jan 07;BROOKLYN;4
29 Jan 07;QUEENS;1
30 Jan 07;STATEN ISLAND;1
31 Jan 07;BROOKLYN;1
31 Jan 07;QUEENS;1
01 Feb 07;BROOKLYN;2
01 Feb 07;MANHATTAN;1
02 Feb 07;BRONX;1
02 Feb 07;BROOKLYN;1
02 Feb 07;QUEENS;1
03 Feb 07;BROOKLYN;4
04 Feb 07;BROOKLYN;1
05 Feb 07;BROOKLYN;3
06 Feb 07;BRONX;1
07 Feb 07;STATEN ISLAND;1
08 Feb 07;BRONX;2
08 Feb 07;BROOKLYN;1
08 Feb 07;QUEENS;1
09 Feb 07;BROOKLYN;1
09 Feb 07;MANHATTAN;3
10 Feb 07;BROOKLYN;8
11 Feb 07;BRONX;3
11 Feb 07;BROOKLYN;2
11 Feb 07;STATEN ISLAND;1
12 Feb 07;BROOKLYN;1
13 Feb 07;BROOKLYN;1
14 Feb 07;BROOKLYN;1
16 Feb 07;BROOKLYN;2
17 Feb 07;BRONX;1
17 Feb 07;BROOKLYN;2
17 Feb 07;QUEENS;1
18 Feb 07;BRONX;1
18 Feb 07;BROOKLYN;2
21 Feb 07;BROOKLYN;3
22 Feb 07;MANHATTAN;2
23 Feb 07;QUEENS;1
24 Feb 07;BRONX;1
24 Feb 07;MANHATTAN;1
25 Feb 07;BRONX;1
25 Feb 07;BROOKLYN;2
26 Feb 07;BRONX;1
26 Feb 07;BROOKLYN;1
27 Feb 07;BROOKLYN;4
27 Feb 07;QUEENS;1
28 Feb 07;BRONX;7
28 Feb 07;BROOKLYN;1
28 Feb 07;MANHATTAN;2
03 Mar 07;BROOKLYN;4
04 Mar 07;BRONX;3
04 Mar 07;BROOKLYN;2
05 Mar 07;MANHATTAN;1
05 Mar 07;QUEENS;1
07 Mar 07;BROOKLYN;2
07 Mar 07;MANHATTAN;1
08 Mar 07;BRONX;2
08 Mar 07;BROOKLYN;1
09 Mar 07;BROOKLYN;1
09 Mar 07;QUEENS;1
10 Mar 07;BROOKLYN;3
11 Mar 07;BROOKLYN;1
11 Mar 07;MANHATTAN;1
12 Mar 07;BRONX;2
12 Mar 07;MANHATTAN;1
13 Mar 07;BROOKLYN;1
13 Mar 07;MANHATTAN;2
14 Mar 07;BRONX;2
14 Mar 07;MANHATTAN;3
16 Mar 07;MANHATTAN;1
16 Mar 07;QUEENS;1
17 Mar 07;MANHATTAN;4
18 Mar 07;BROOKLYN;2
19 Mar 07;BROOKLYN;6
20 Mar 07;BRONX;1
21 Mar 07;BRONX;1
21 Mar 07;BROOKLYN;1
21 Mar 07;QUEENS;1
22 Mar 07;BRONX;7
22 Mar 07;BROOKLYN;1
23 Mar 07;BRONX;8
23 Mar 07;BROOKLYN;1
24 Mar 07;BROOKLYN;3
25 Mar 07;BRONX;1
25 Mar 07;BROOKLYN;1
26 Mar 07;QUEENS;2
27 Mar 07;BROOKLYN;3
27 Mar 07;MANHATTAN;1
28 Mar 07;BROOKLYN;2
28 Mar 07;QUEENS;1
29 Mar 07;BRONX;9
29 Mar 07;BROOKLYN;2
30 Mar 07;BROOKLYN;1
31 Mar 07;BROOKLYN;3
31 Mar 07;MANHATTAN;2
31 Mar 07;QUEENS;2
01 Apr 07;BRONX;1
01 Apr 07;BROOKLYN;1
01 Apr 07;MANHATTAN;1
01 Apr 07;QUEENS;2
02 Apr 07;BRONX;1
02 Apr 07;BROOKLYN;1
02 Apr 07;MANHATTAN;1
02 Apr 07;QUEENS;1
03 Apr 07;BRONX;2
03 Apr 07;BROOKLYN;1
04 Apr 07;BRONX;2
04 Apr 07;BROOKLYN;2
04 Apr 07;QUEENS;1
05 Apr 07;BRONX;1
05 Apr 07;BROOKLYN;2
06 Apr 07;BROOKLYN;1
06 Apr 07;QUEENS;1
07 Apr 07;BRONX;6
07 Apr 07;MANHATTAN;1
08 Apr 07;BRONX;1
08 Apr 07;BROOKLYN;2
09 Apr 07;BRONX;1
09 Apr 07;BROOKLYN;1
10 Apr 07;MANHATTAN;1
11 Apr 07;MANHATTAN;1
11 Apr 07;QUEENS;1
12 Apr 07;MANHATTAN;1
13 Apr 07;BRONX;2
13 Apr 07;BROOKLYN;1
15 Apr 07;BROOKLYN;1
15 Apr 07;MANHATTAN;4
15 Apr 07;QUEENS;2
16 Apr 07;BROOKLYN;1
17 Apr 07;BRONX;1
17 Apr 07;BROOKLYN;1
17 Apr 07;MANHATTAN;1
18 Apr 07;BROOKLYN;3
18 Apr 07;QUEENS;2
19 Apr 07;BRONX;1
19 Apr 07;BROOKLYN;2
19 Apr 07;QUEENS;2
20 Apr 07;BROOKLYN;3
21 Apr 07;BRONX;3
21 Apr 07;BROOKLYN;3
21 Apr 07;MANHATTAN;1
21 Apr 07;QUEENS;1
21 Apr 07;STATEN ISLAND;1
22 Apr 07;BROOKLYN;6
22 Apr 07;MANHATTAN;2
22 Apr 07;QUEENS;2
23 Apr 07;BROOKLYN;8
23 Apr 07;QUEENS;3
24 Apr 07;BRONX;2
24 Apr 07;BROOKLYN;1
24 Apr 07;QUEENS;3
25 Apr 07;BROOKLYN;1
27 Apr 07;BROOKLYN;2
27 Apr 07;MANHATTAN;2
27 Apr 07;QUEENS;1
28 Apr 07;BRONX;3
28 Apr 07;BROOKLYN;2
29 Apr 07;MANHATTAN;1
30 Apr 07;BROOKLYN;1
30 Apr 07;QUEENS;1
30 Apr 07;STATEN ISLAND;2
01 May 07;BROOKLYN;1
02 May 07;BRONX;1
02 May 07;BROOKLYN;1
02 May 07;MANHATTAN;1
03 May 07;MANHATTAN;2
04 May 07;BRONX;5
04 May 07;BROOKLYN;1
05 May 07;BROOKLYN;7
05 May 07;MANHATTAN;2
05 May 07;QUEENS;1
06 May 07;BRONX;1
06 May 07;BROOKLYN;3
07 May 07;BRONX;1
07 May 07;BROOKLYN;4
07 May 07;QUEENS;1
08 May 07;BRONX;1
08 May 07;BROOKLYN;4
08 May 07;MANHATTAN;2
09 May 07;BRONX;1
09 May 07;BROOKLYN;1
09 May 07;MANHATTAN;2
09 May 07;QUEENS;2
10 May 07;BRONX;4
10 May 07;BROOKLYN;1
10 May 07;QUEENS;1
11 May 07;BROOKLYN;1
11 May 07;MANHATTAN;1
12 May 07;BRONX;1
12 May 07;BROOKLYN;3
12 May 07;MANHATTAN;2
13 May 07;BRONX;2
13 May 07;BROOKLYN;1
13 May 07;QUEENS;1
14 May 07;BRONX;4
14 May 07;BROOKLYN;3
14 May 07;MANHATTAN;2
15 May 07;BROOKLYN;4
15 May 07;MANHATTAN;2
15 May 07;QUEENS;1
16 May 07;BRONX;2
16 May 07;BROOKLYN;2
16 May 07;MANHATTAN;1
17 May 07;BRONX;5
17 May 07;BROOKLYN;5
18 May 07;BRONX;4
18 May 07;BROOKLYN;2
18 May 07;QUEENS;2
19 May 07;BRONX;2
19 May 07;BROOKLYN;1
19 May 07;QUEENS;1
20 May 07;BRONX;1
20 May 07;BROOKLYN;2
20 May 07;MANHATTAN;1
20 May 07;STATEN ISLAND;2
21 May 07;BRONX;1
21 May 07;STATEN ISLAND;2
22 May 07;BRONX;1
22 May 07;BROOKLYN;2
22 May 07;QUEENS;2
23 May 07;BRONX;2
23 May 07;BROOKLYN;8
24 May 07;BRONX;1
24 May 07;BROOKLYN;6
25 May 07;BROOKLYN;6
26 May 07;BRONX;4
26 May 07;BROOKLYN;5
26 May 07;MANHATTAN;1
26 May 07;QUEENS;3
27 May 07;BRONX;1
27 May 07;BROOKLYN;2
27 May 07;MANHATTAN;4
27 May 07;QUEENS;1
28 May 07;BRONX;1
28 May 07;BROOKLYN;5
29 May 07;BRONX;6
29 May 07;BROOKLYN;7
29 May 07;QUEENS;1
29 May 07;STATEN ISLAND;2
30 May 07;BRONX;4
30 May 07;BROOKLYN;2
30 May 07;MANHATTAN;1
30 May 07;QUEENS;2
31 May 07;BRONX;2
31 May 07;BROOKLYN;1
31 May 07;QUEENS;1
01 Jun 07;BRONX;4
01 Jun 07;BROOKLYN;2
02 Jun 07;BROOKLYN;3
02 Jun 07;MANHATTAN;1
02 Jun 07;QUEENS;3
03 Jun 07;BRONX;2
03 Jun 07;BROOKLYN;1
03 Jun 07;MANHATTAN;1
03 Jun 07;QUEENS;1
04 Jun 07;BRONX;1
05 Jun 07;BRONX;1
05 Jun 07;BROOKLYN;3
05 Jun 07;MANHATTAN;2
06 Jun 07;BRONX;5
06 Jun 07;BROOKLYN;4
06 Jun 07;QUEENS;2
07 Jun 07;BRONX;2
07 Jun 07;BROOKLYN;1
07 Jun 07;MANHATTAN;3
08 Jun 07;BRONX;1
08 Jun 07;BROOKLYN;3
08 Jun 07;QUEENS;1
09 Jun 07;BRONX;2
09 Jun 07;BROOKLYN;4
09 Jun 07;MANHATTAN;5
09 Jun 07;QUEENS;1
10 Jun 07;BRONX;1
10 Jun 07;BROOKLYN;3
10 Jun 07;MANHATTAN;1
10 Jun 07;QUEENS;1
10 Jun 07;STATEN ISLAND;1
11 Jun 07;BRONX;2
11 Jun 07;BROOKLYN;1
11 Jun 07;QUEENS;2
12 Jun 07;BRONX;3
12 Jun 07;BROOKLYN;5
13 Jun 07;BRONX;1
14 Jun 07;BRONX;1
15 Jun 07;BRONX;2
15 Jun 07;BROOKLYN;3
15 Jun 07;QUEENS;2
16 Jun 07;BRONX;1
16 Jun 07;BROOKLYN;7
16 Jun 07;QUEENS;1
17 Jun 07;BRONX;3
17 Jun 07;BROOKLYN;5
17 Jun 07;MANHATTAN;1
18 Jun 07;BROOKLYN;2
18 Jun 07;QUEENS;2
19 Jun 07;BRONX;1
19 Jun 07;BROOKLYN;1
19 Jun 07;QUEENS;1
20 Jun 07;BRONX;2
20 Jun 07;BROOKLYN;3
21 Jun 07;BROOKLYN;2
21 Jun 07;QUEENS;1
22 Jun 07;BRONX;1
22 Jun 07;MANHATTAN;1
22 Jun 07;QUEENS;1
23 Jun 07;BRONX;3
23 Jun 07;BROOKLYN;5
23 Jun 07;MANHATTAN;10
24 Jun 07;BRONX;1
24 Jun 07;BROOKLYN;4
24 Jun 07;MANHATTAN;3
24 Jun 07;QUEENS;3
25 Jun 07;BRONX;1
25 Jun 07;BROOKLYN;2
25 Jun 07;MANHATTAN;1
25 Jun 07;QUEENS;1
26 Jun 07;BROOKLYN;3
27 Jun 07;BRONX;3
27 Jun 07;BROOKLYN;5
27 Jun 07;MANHATTAN;1
27 Jun 07;QUEENS;3
28 Jun 07;BRONX;6
28 Jun 07;BROOKLYN;2
29 Jun 07;BRONX;3
29 Jun 07;BROOKLYN;1
29 Jun 07;MANHATTAN;3
29 Jun 07;QUEENS;2
30 Jun 07;BRONX;2
30 Jun 07;BROOKLYN;5
30 Jun 07;MANHATTAN;1
30 Jun 07;QUEENS;2
30 Jun 07;STATEN ISLAND;1
01 Jul 07;BRONX;4
01 Jul 07;BROOKLYN;2
01 Jul 07;QUEENS;2
01 Jul 07;STATEN ISLAND;1
02 Jul 07;BRONX;2
02 Jul 07;BROOKLYN;4
03 Jul 07;BRONX;2
03 Jul 07;BROOKLYN;5
03 Jul 07;MANHATTAN;1
04 Jul 07;BRONX;1
04 Jul 07;BROOKLYN;1
04 Jul 07;QUEENS;3
05 Jul 07;BRONX;3
05 Jul 07;BROOKLYN;1
05 Jul 07;STATEN ISLAND;2
06 Jul 07;BRONX;1
06 Jul 07;BROOKLYN;4
07 Jul 07;BRONX;1
07 Jul 07;BROOKLYN;4
07 Jul 07;MANHATTAN;2
07 Jul 07;STATEN ISLAND;1
08 Jul 07;BRONX;2
08 Jul 07;BROOKLYN;3
08 Jul 07;MANHATTAN;5
08 Jul 07;QUEENS;1
09 Jul 07;BRONX;3
09 Jul 07;BROOKLYN;8
09 Jul 07;STATEN ISLAND;1
10 Jul 07;BROOKLYN;3
11 Jul 07;BROOKLYN;6
12 Jul 07;BRONX;1
12 Jul 07;BROOKLYN;3
13 Jul 07;BRONX;2
13 Jul 07;BROOKLYN;3
13 Jul 07;QUEENS;1
14 Jul 07;BROOKLYN;4
14 Jul 07;MANHATTAN;1
14 Jul 07;QUEENS;1
15 Jul 07;BROOKLYN;1
15 Jul 07;MANHATTAN;1
16 Jul 07;BRONX;1
16 Jul 07;BROOKLYN;3
16 Jul 07;MANHATTAN;2
16 Jul 07;QUEENS;1
17 Jul 07;BRONX;5
17 Jul 07;BROOKLYN;4
17 Jul 07;QUEENS;2
18 Jul 07;BRONX;1
18 Jul 07;BROOKLYN;7
19 Jul 07;BROOKLYN;3
19 Jul 07;QUEENS;1
20 Jul 07;BROOKLYN;6
20 Jul 07;MANHATTAN;3
21 Jul 07;BRONX;2
21 Jul 07;BROOKLYN;2
21 Jul 07;MANHATTAN;4
22 Jul 07;BRONX;3
22 Jul 07;BROOKLYN;11
22 Jul 07;MANHATTAN;2
22 Jul 07;QUEENS;1
23 Jul 07;BRONX;2
23 Jul 07;BROOKLYN;1
24 Jul 07;BRONX;2
24 Jul 07;BROOKLYN;2
25 Jul 07;BRONX;2
25 Jul 07;BROOKLYN;4
25 Jul 07;MANHATTAN;1
25 Jul 07;QUEENS;1
26 Jul 07;BROOKLYN;2
26 Jul 07;QUEENS;4
27 Jul 07;BRONX;3
27 Jul 07;BROOKLYN;2
27 Jul 07;MANHATTAN;1
27 Jul 07;QUEENS;2
28 Jul 07;BRONX;1
28 Jul 07;BROOKLYN;4
28 Jul 07;MANHATTAN;4
28 Jul 07;QUEENS;1
29 Jul 07;BRONX;7
29 Jul 07;BROOKLYN;1
29 Jul 07;MANHATTAN;2
29 Jul 07;QUEENS;1
30 Jul 07;BRONX;2
30 Jul 07;BROOKLYN;13
31 Jul 07;BRONX;2
31 Jul 07;BROOKLYN;9
31 Jul 07;QUEENS;2
01 Aug 07;BRONX;2
01 Aug 07;BROOKLYN;2
01 Aug 07;MANHATTAN;2
01 Aug 07;QUEENS;2
02 Aug 07;BROOKLYN;2
02 Aug 07;STATEN ISLAND;1
03 Aug 07;BRONX;3
03 Aug 07;BROOKLYN;1
03 Aug 07;MANHATTAN;1
03 Aug 07;QUEENS;1
04 Aug 07;BRONX;3
04 Aug 07;BROOKLYN;4
04 Aug 07;MANHATTAN;1
04 Aug 07;QUEENS;1
05 Aug 07;BRONX;4
05 Aug 07;BROOKLYN;3
05 Aug 07;MANHATTAN;2
05 Aug 07;QUEENS;1
06 Aug 07;MANHATTAN;1
06 Aug 07;QUEENS;1
06 Aug 07;STATEN ISLAND;1
07 Aug 07;BROOKLYN;7
07 Aug 07;MANHATTAN;1
08 Aug 07;BROOKLYN;3
08 Aug 07;QUEENS;2
08 Aug 07;STATEN ISLAND;1
09 Aug 07;BROOKLYN;3
09 Aug 07;MANHATTAN;1
10 Aug 07;BRONX;4
10 Aug 07;BROOKLYN;2
11 Aug 07;BRONX;14
11 Aug 07;BROOKLYN;2
11 Aug 07;QUEENS;5
11 Aug 07;STATEN ISLAND;5
12 Aug 07;BRONX;5
12 Aug 07;BROOKLYN;7
12 Aug 07;MANHATTAN;3
12 Aug 07;QUEENS;2
13 Aug 07;BROOKLYN;1
14 Aug 07;BRONX;1
14 Aug 07;MANHATTAN;1
14 Aug 07;QUEENS;2
16 Aug 07;BROOKLYN;5
16 Aug 07;MANHATTAN;1
16 Aug 07;STATEN ISLAND;1
17 Aug 07;BRONX;2
17 Aug 07;BROOKLYN;3
18 Aug 07;BRONX;3
18 Aug 07;BROOKLYN;2
19 Aug 07;BRONX;5
19 Aug 07;BROOKLYN;1
19 Aug 07;MANHATTAN;1
19 Aug 07;QUEENS;1
20 Aug 07;BRONX;3
20 Aug 07;BROOKLYN;1
21 Aug 07;BROOKLYN;1
22 Aug 07;BRONX;2
22 Aug 07;BROOKLYN;5
23 Aug 07;BRONX;1
23 Aug 07;MANHATTAN;2
23 Aug 07;QUEENS;2
24 Aug 07;BRONX;3
24 Aug 07;BROOKLYN;2
24 Aug 07;MANHATTAN;2
24 Aug 07;QUEENS;1
25 Aug 07;BROOKLYN;8
25 Aug 07;QUEENS;2
26 Aug 07;BRONX;6
26 Aug 07;BROOKLYN;3
26 Aug 07;MANHATTAN;4
27 Aug 07;BRONX;3
27 Aug 07;BROOKLYN;3
28 Aug 07;BROOKLYN;1
28 Aug 07;MANHATTAN;1
28 Aug 07;QUEENS;1
29 Aug 07;BRONX;3
29 Aug 07;STATEN ISLAND;1
30 Aug 07;BRONX;8
30 Aug 07;BROOKLYN;2
30 Aug 07;MANHATTAN;2
31 Aug 07;BRONX;2
31 Aug 07;BROOKLYN;1
01 Sep 07;BRONX;1
01 Sep 07;BROOKLYN;4
01 Sep 07;QUEENS;4
02 Sep 07;BRONX;5
02 Sep 07;BROOKLYN;5
02 Sep 07;STATEN ISLAND;1
03 Sep 07;BRONX;1
03 Sep 07;BROOKLYN;6
03 Sep 07;QUEENS;4
04 Sep 07;BROOKLYN;1
04 Sep 07;MANHATTAN;2
05 Sep 07;BROOKLYN;2
06 Sep 07;BROOKLYN;2
07 Sep 07;BRONX;1
08 Sep 07;BROOKLYN;4
08 Sep 07;MANHATTAN;1
09 Sep 07;BRONX;9
09 Sep 07;BROOKLYN;3
09 Sep 07;QUEENS;5
09 Sep 07;STATEN ISLAND;2
10 Sep 07;BROOKLYN;5
10 Sep 07;MANHATTAN;2
10 Sep 07;QUEENS;1
11 Sep 07;BROOKLYN;4
12 Sep 07;BROOKLYN;5
13 Sep 07;BRONX;2
13 Sep 07;BROOKLYN;6
14 Sep 07;BRONX;2
14 Sep 07;BROOKLYN;5
14 Sep 07;MANHATTAN;1
15 Sep 07;BRONX;2
15 Sep 07;BROOKLYN;6
15 Sep 07;QUEENS;1
16 Sep 07;BRONX;1
16 Sep 07;BROOKLYN;1
16 Sep 07;MANHATTAN;2
17 Sep 07;BROOKLYN;1
18 Sep 07;BRONX;1
18 Sep 07;BROOKLYN;1
18 Sep 07;MANHATTAN;1
19 Sep 07;BROOKLYN;2
19 Sep 07;STATEN ISLAND;2
20 Sep 07;BRONX;1
20 Sep 07;BROOKLYN;1
21 Sep 07;BROOKLYN;4
21 Sep 07;QUEENS;1
22 Sep 07;BRONX;5
22 Sep 07;BROOKLYN;3
23 Sep 07;BRONX;1
23 Sep 07;BROOKLYN;1
23 Sep 07;MANHATTAN;2
23 Sep 07;QUEENS;2
24 Sep 07;BRONX;2
24 Sep 07;BROOKLYN;2
24 Sep 07;MANHATTAN;1
25 Sep 07;BRONX;5
25 Sep 07;BROOKLYN;2
25 Sep 07;QUEENS;2
26 Sep 07;BROOKLYN;1
26 Sep 07;QUEENS;1
27 Sep 07;BRONX;2
27 Sep 07;MANHATTAN;1
28 Sep 07;BRONX;1
28 Sep 07;BROOKLYN;1
29 Sep 07;BRONX;7
29 Sep 07;BROOKLYN;1
30 Sep 07;BRONX;4
30 Sep 07;BROOKLYN;1
30 Sep 07;STATEN ISLAND;1
01 Oct 07;BRONX;3
01 Oct 07;BROOKLYN;1
01 Oct 07;QUEENS;1
02 Oct 07;BRONX;2
02 Oct 07;BROOKLYN;1
02 Oct 07;MANHATTAN;1
03 Oct 07;BRONX;2
03 Oct 07;BROOKLYN;3
04 Oct 07;QUEENS;1
05 Oct 07;BRONX;1
05 Oct 07;QUEENS;2
06 Oct 07;BRONX;7
06 Oct 07;BROOKLYN;13
06 Oct 07;MANHATTAN;1
06 Oct 07;QUEENS;1
07 Oct 07;BRONX;8
07 Oct 07;BROOKLYN;3
08 Oct 07;BRONX;1
08 Oct 07;BROOKLYN;2
08 Oct 07;MANHATTAN;1
08 Oct 07;QUEENS;4
09 Oct 07;BROOKLYN;3
09 Oct 07;QUEENS;1
10 Oct 07;BRONX;2
10 Oct 07;BROOKLYN;2
10 Oct 07;QUEENS;1
11 Oct 07;BRONX;2
11 Oct 07;BROOKLYN;1
12 Oct 07;BROOKLYN;2
12 Oct 07;QUEENS;8
12 Oct 07;STATEN ISLAND;1
13 Oct 07;BRONX;1
13 Oct 07;BROOKLYN;4
13 Oct 07;STATEN ISLAND;1
14 Oct 07;BROOKLYN;2
14 Oct 07;MANHATTAN;1
15 Oct 07;BROOKLYN;3
15 Oct 07;QUEENS;1
16 Oct 07;BRONX;1
16 Oct 07;BROOKLYN;6
17 Oct 07;BRONX;2
17 Oct 07;BROOKLYN;1
17 Oct 07;QUEENS;2
18 Oct 07;BRONX;2
18 Oct 07;BROOKLYN;1
18 Oct 07;MANHATTAN;1
19 Oct 07;BRONX;1
19 Oct 07;BROOKLYN;3
19 Oct 07;MANHATTAN;2
20 Oct 07;BRONX;4
20 Oct 07;BROOKLYN;6
21 Oct 07;BRONX;2
21 Oct 07;BROOKLYN;3
21 Oct 07;MANHATTAN;3
21 Oct 07;QUEENS;6
22 Oct 07;BROOKLYN;1
22 Oct 07;MANHATTAN;1
23 Oct 07;BRONX;2
23 Oct 07;BROOKLYN;2
23 Oct 07;MANHATTAN;1
24 Oct 07;BROOKLYN;2
24 Oct 07;MANHATTAN;1
25 Oct 07;BRONX;7
25 Oct 07;BROOKLYN;3
26 Oct 07;BRONX;3
27 Oct 07;BRONX;2
27 Oct 07;BROOKLYN;3
27 Oct 07;QUEENS;1
27 Oct 07;STATEN ISLAND;3
28 Oct 07;BRONX;2
28 Oct 07;BROOKLYN;6
28 Oct 07;QUEENS;2
29 Oct 07;BROOKLYN;1
29 Oct 07;MANHATTAN;1
30 Oct 07;BRONX;1
30 Oct 07;BROOKLYN;3
30 Oct 07;MANHATTAN;3
31 Oct 07;BROOKLYN;2
31 Oct 07;QUEENS;3
01 Nov 07;BROOKLYN;7
01 Nov 07;MANHATTAN;3
01 Nov 07;QUEENS;1
02 Nov 07;BRONX;3
02 Nov 07;BROOKLYN;1
02 Nov 07;MANHATTAN;3
03 Nov 07;BRONX;1
03 Nov 07;BROOKLYN;2
03 Nov 07;QUEENS;2
03 Nov 07;STATEN ISLAND;1
04 Nov 07;BRONX;3
04 Nov 07;BROOKLYN;6
04 Nov 07;QUEENS;1
05 Nov 07;BRONX;1
05 Nov 07;BROOKLYN;1
05 Nov 07;QUEENS;1
06 Nov 07;BRONX;1
06 Nov 07;BROOKLYN;2
06 Nov 07;QUEENS;2
07 Nov 07;BRONX;2
08 Nov 07;BRONX;2
08 Nov 07;BROOKLYN;1
09 Nov 07;BRONX;2
09 Nov 07;BROOKLYN;2
09 Nov 07;MANHATTAN;2
09 Nov 07;QUEENS;1
10 Nov 07;BRONX;3
10 Nov 07;BROOKLYN;3
10 Nov 07;MANHATTAN;1
12 Nov 07;BROOKLYN;1
14 Nov 07;BRONX;1
14 Nov 07;MANHATTAN;2
14 Nov 07;QUEENS;1
15 Nov 07;BRONX;1
16 Nov 07;BRONX;1
16 Nov 07;BROOKLYN;2
17 Nov 07;BRONX;1
17 Nov 07;BROOKLYN;6
17 Nov 07;QUEENS;1
17 Nov 07;STATEN ISLAND;1
18 Nov 07;BRONX;3
18 Nov 07;BROOKLYN;14
18 Nov 07;MANHATTAN;1
19 Nov 07;BROOKLYN;1
20 Nov 07;BROOKLYN;3
20 Nov 07;MANHATTAN;1
20 Nov 07;QUEENS;2
21 Nov 07;MANHATTAN;2
22 Nov 07;BROOKLYN;3
23 Nov 07;BROOKLYN;4
25 Nov 07;BRONX;1
25 Nov 07;BROOKLYN;4
25 Nov 07;MANHATTAN;1
25 Nov 07;QUEENS;3
26 Nov 07;BROOKLYN;2
26 Nov 07;QUEENS;1
27 Nov 07;BRONX;2
27 Nov 07;BROOKLYN;1
28 Nov 07;BRONX;2
28 Nov 07;BROOKLYN;1
30 Nov 07;MANHATTAN;1
30 Nov 07;QUEENS;2
30 Nov 07;STATEN ISLAND;1
01 Dec 07;BRONX;1
01 Dec 07;BROOKLYN;3
02 Dec 07;BRONX;2
02 Dec 07;BROOKLYN;1
02 Dec 07;MANHATTAN;4
02 Dec 07;QUEENS;2
02 Dec 07;STATEN ISLAND;1
